Puesto,Ciudad,Índice de Costo de Vida,Índice de Alquiler,Índice de Costo de Vida más Alquiler,Índice de Comestibles,Índice de Precios en Restaurantes,Índice de Poder Adquisitivo Local,Año
,"Toulouse, Francia",11228,2990,8263,8910,10533,8270,2012
,"Riad, Arabia Saudita",11203,1991,7887,13845,4165,7051,2012
,"Ámsterdam, Países Bajos",11078,6461,9416,6993,11488,8883,2012
,"Darwin, Australia",11041,5644,9098,9267,11109,12191,2012
,"Auckland, Nueva Zelanda",11036,3680,8389,9874,8877,9768,2012
,"Gante, Bélgica",10927,3638,8304,8158,10949,8302,2012
,"Estocolmo, Suecia",10914,3775,8345,8742,11766,8565,2012
,"Bruselas, Bélgica",10910,4063,8446,9144,10975,8576,2012
,"Aberdeen, Reino Unido",10908,4204,8495,10380,11060,11920,2012
,"Boston, Massachusetts, Estados Unidos",10680,6966,9343,11324,8606,10987,2012
,"Düsseldorf, Alemania",10651,2577,7745,7703,11973,15789,2012
,"Wellington, Nueva Zelanda",10602,3702,8119,10420,9389,9061,2012
,"Turín, Italia",10568,4022,8212,8686,10747,4642,2012
,"Roma, Italia",10560,6003,8920,8702,11368,5749,2012
,"Vancouver, Canadá",10529,6049,8917,10355,9254,9812,2012
,"Edmonton, Canadá",10528,3895,8140,10456,8697,8609,2012
,"Brighton, Reino Unido",10473,5442,8662,8084,8734,12805,2012
,"Birmingham, Reino Unido",10457,4293,8239,9422,9062,7195,2012
,"Toronto, Canadá",10453,5242,8577,9613,8613,10411,2012
,"Helsinki, Finlandia",10408,5658,8698,8100,10169,9615,2012
,"Venecia, Italia",10356,3133,7756,7018,8987,7623,2012
,"Honolulu, Hawaii, Estados Unidos",10346,5901,8747,10367,7828,9060,2012
,"Calgary, Canadá",10338,4093,8091,9995,8108,12417,2012
,"Sao Paulo, Brasil",10296,3560,7872,6293,7358,4626,2012
,"Tampere, Finlandia",10268,3037,7665,10074,9833,9384,2012
,"San Francisco, California, Estados Unidos",10252,9004,9803,9784,8321,8935,2012
,"Cagliari, Italia",10188,2929,7576,7293,11490,6647,2012
,"Hannover, Alemania",10182,2811,7529,8262,7995,9076,2012
,"Belfast, Reino Unido",10174,2258,7325,8898,11328,6918,2012
,"Viena, Austria",10147,4687,8182,8249,8097,9919,2012
,"Seattle, Washington, Estados Unidos",10104,4815,8201,10090,8289,10723,2012
,"Estrasburgo, Francia",10086,3203,7609,7603,12638,7949,2012
,"Florencia, Italia",10043,4139,7918,7216,9428,6666,2012
,"Salónica, Grecia",10039,1896,7108,6976,9591,4230,2012
,"Erlangen, Alemania",10039,3307,7616,9292,8027,2869,2012
,"Hamburgo, Alemania",10018,3735,7757,9262,7650,9042,2012
,"Haifa, Israel",10012,2652,7363,7881,9418,7463,2012
,"Reikiavik, Islandia",10011,3182,7553,9554,9064,8122,2012
,"Nueva York, Nueva York, Estados Unidos",10000,10000,10000,10000,10000,10000,2012
,"Leeds, Reino Unido",9885,3495,7585,8188,10745,8565,2012
,"Phoenix, Arizona, Estados Unidos",9857,3276,7488,8505,7283,9747,2012
,"Washington D. C., Estados Unidos",9819,6937,8781,8939,8126,9737,2012
,"Linkoping, Suecia",9806,2692,7246,9051,10237,11478,2012
,"Montreal, Canadá",9786,3757,7616,9488,9223,10941,2012
,"Bolonia, Italia",9782,3803,7631,9202,8953,8484,2012
,"Niza, Francia",9689,3495,7460,8158,8589,8558,2012
,"Milán, Italia",9688,4922,7973,7425,10638,7406,2012
,"Winnipeg, Canadá",9664,3272,7363,9690,7452,9796,2012
,"Atenas, Grecia",9649,2082,6925,7185,9763,4842,2012
,"Singapur, Singapur",9608,9069,9414,8276,6510,9329,2012
,"Múnich, Alemania",9595,4608,7800,8222,8702,11258,2012
,"Burdeos, Francia",9592,2763,7134,7845,9393,6743,2012
,"Génova, Italia",9506,3504,7346,8291,9827,11578,2012
,"Mánchester, Reino Unido",9496,3644,7390,7954,9048,9597,2012
,"Christchurch, Nueva Zelanda",9435,2800,7047,8850,7765,8257,2012
,"Halifax, Canadá",9430,3413,7264,9504,7902,11994,2012
,"San José, California, Estados Unidos",9411,7336,8664,8233,8204,11313,2012
,"Columbus, Ohio, Estados Unidos",9403,2043,6754,8675,7511,11275,2012
,"Stuttgart, Alemania",9401,3318,7212,6814,8110,11970,2012
,"Marbella, España",9395,3068,7118,6965,9973,10763,2012
,"La Canea, Grecia",9377,1801,6650,6952,8897,4687,2012
,"Ottawa, Canadá",9376,3687,7329,9684,8334,11601,2012
,"Brasilia, Brasil",9308,3399,7181,6589,6944,3270,2012
,"Hartford, Connecticut, Estados Unidos",9290,4757,7659,10841,7213,10910,2012
,"Indianápolis, Indiana, Estados Unidos",9250,3199,7072,7201,6991,28177,2012
,"Marsella, Francia",9213,3144,7028,8865,8298,10235,2012
,"Fráncfort del Óder, Alemania",9202,3475,7141,6596,8000,11522,2012
,"Río de Janeiro, Brasil",9185,3961,7305,5980,6992,4276,2012
,"Nicosia, Chipre",9180,2566,6800,7636,10008,6524,2012
,"London, Canadá",9151,3441,7096,7895,8036,9475,2012
,"Lyon, Francia",9114,3441,7073,8218,9200,8391,2012
,"San Diego, California, Estados Unidos",9105,5788,7911,8109,8434,10984,2012
,"Los Angeles, California, Estados Unidos",9087,6397,8119,7358,7046,12229,2012
,"San Juan, Puerto Rico",9078,3115,6932,6925,7368,3049,2012
,"Colonia, Alemania",9073,2958,6872,7464,8278,11448,2012
,"Mineápolis, Estados Unidos",9026,3478,7029,7284,7716,10819,2012
,"Tampa, Florida, Estados Unidos",8997,3239,6925,6401,6216,9085,2012
,"Sliema, Malta",8988,2635,6702,7055,8905,8050,2012
,"Berlín, Alemania",8909,3580,6991,7536,7171,13319,2012
,"Waterloo, Canadá",8902,2971,6767,8706,6785,10167,2012
,"Baltimore, Maryland, Estados Unidos",8899,5412,7644,10195,7813,11883,2012
,"Sevilla (Sevilla), España",8896,1879,6370,6469,8185,7340,2012
,"Beirut, Líbano",8892,3705,7025,4454,7619,2573,2012
,"Barcelona, España",8882,3392,6906,6526,8814,8659,2012
,"Filadelfia, Pensilvania, Estados Unidos",8836,5885,7774,8339,7850,9896,2012
,"Hong Kong, Hong Kong, China)",8813,10622,9464,8525,7906,9177,2012
,"Madrid, España",8793,3957,7052,6085,8831,9396,2012
,"Graz, Austria",8776,3514,6882,7779,7287,10191,2012
,"Dallas, Texas, Estados Unidos",8762,3851,6995,6793,7285,11386,2012
,"Jerusalén, Israel",8754,3597,6898,7006,7782,6810,2012
,"Núremberg, Alemania",8754,3004,6684,6956,7879,10762,2012
,"Houston, Texas, Estados Unidos",8697,3970,6996,7496,6889,13732,2012
,"Bilbao, España",8662,3770,6901,6047,9340,9448,2012
,"Leicester, Reino Unido",8615,2780,6515,8209,6783,10313,2012
,"Campinas, Brasil",8598,2370,6356,5481,6622,7534,2012
,"Abu Dabi, Emiratos Árabes Unidos",8584,8082,8404,7259,9239,13456,2012
,"Chicago, Illinois, Estados Unidos",8541,4996,7265,7228,7480,11992,2012
,"Doha, Catar",8473,6350,7709,8163,7084,15301,2012
,"Florianópolis, Brasil",8388,2746,6358,6926,4884,3789,2012
,"Pittsburgh, Pensilvania, Estados Unidos",8372,2256,6171,6983,5665,13519,2012
,"Montevideo, Uruguay",8356,2622,6293,6673,6883,3020,2012
,"Dubai, Emiratos Árabes Unidos",8339,6787,7780,6631,7857,14989,2012
,"Bremen, Alemania",8285,2277,6123,7065,6558,8811,2012
,"Porto Alegre, Brasil",8233,2375,6125,5002,5101,5042,2012
,"Cincinnati, Ohio, Estados Unidos",8218,2911,6308,7209,6197,10360,2012
,"Valencia, España",8187,1960,5946,5718,7368,8453,2012
,"Patras, Grecia",8184,1758,5871,6373,7659,4564,2012
,"Curitiba, Brasil",8110,2260,6005,5717,4590,4894,2012
,"Detroit, Michigan, Estados Unidos",7972,3054,6202,7582,6724,9261,2012
,"Denver, Colorado, Estados Unidos",7939,4843,6825,6923,6457,12610,2012
,"Austin, Texas, Estados Unidos",7892,4555,6691,8038,6496,13195,2012
,"Portland, Oregon, Estados Unidos",7722,3380,6159,6734,6836,12302,2012
,"Londrina, Brasil",7668,2342,5751,4926,5452,3091,2012
,"Lisboa, Portugal",7633,2949,5947,5865,6275,6283,2012
,"Coímbra, Portugal",7574,1584,5418,6850,4893,5372,2012
,"Split, Croacia",7560,1573,5405,5997,5967,5115,2012
,"Salvador de Bahía, Brasil",7553,1972,5544,4995,4598,3397,2012
,"Casablanca, Marruecos",7549,3651,6146,7449,5477,1500,2012
,"Des Moines, Iowa, Estados Unidos",7545,2918,5880,6864,5451,10404,2012
,"Liubliana, Eslovenia",7542,2859,5856,6273,6198,5695,2012
,"Maribor, Eslovenia",7517,2811,5823,5586,5685,5219,2012
,"Estambul, Turquía",7489,2321,5629,5595,5529,5760,2012
,"Astana (Nur-Sultan), Kazajistán",7458,3629,6080,5062,3883,3201,2012
,"Johannesburgo, Sudáfrica",7423,3834,6131,5972,5542,8943,2012
,"Balneario Camboriú, Brasil",7402,1898,5421,4829,5210,2521,2012
,"Las Vegas, Nevada, Estados Unidos",7398,3600,6031,6683,7080,13832,2012
,"Manama, Baréin",7186,4724,6300,6360,8096,6467,2012
,"Zagreb, Croacia",7149,2112,5336,5785,6009,5458,2012
,"Bakú, Azerbaiyán",7124,4103,6037,5320,6817,2638,2012
,"San José, Costa Rica",7117,2595,5490,7860,5285,3883,2012
,"Riga, Letonia",7075,1516,5074,5259,6661,3470,2012
,"Seúl, Corea del Sur",7053,3710,5850,7105,5057,12154,2012
,"Fortaleza, Brasil",7030,2094,5254,5192,4781,5992,2012
,"Bratislava, Eslovaquia",6994,2917,5527,5522,5061,4864,2012
,"Santiago de Chile, Chile",6989,2062,5216,5354,5873,4498,2012
,"Bogotá, Colombia",6950,2186,5236,6495,4191,2624,2012
,"Belo Horizonte, Brasil",6908,2166,5201,4667,6015,5599,2012
,"Oporto, Portugal",6905,2032,5151,5265,4706,5255,2012
,"Santa Cruz de Tenerife, España",6898,2267,5231,5401,5680,7141,2012
,"Novosibirsk, Rusia",6796,2692,5319,4604,7727,3833,2012
,"San Petersburgo, Rusia",6758,3120,5449,4909,7342,4098,2012
,"Kaunas, Lituania",6744,1693,4926,5266,6517,3172,2012
,"Tallin, Estonia",6695,1582,4855,5225,6070,4968,2012
,"Perm, Rusia",6664,1804,4915,5901,5654,3050,2012
,"Budva, Montenegro",6616,1929,4929,5335,5743,3357,2012
,"Amán, Jordania",6595,1451,4744,6072,5173,3785,2012
,"Buenos Aires, Argentina",6593,2158,4997,5569,5734,4033,2012
,"Taipéi, Taiwán",6566,2316,5036,8238,3392,7597,2012
,"Yakarta, Indonesia",6411,2825,5121,6989,3967,2560,2012
,"Vilna, Lituania",6384,1558,4647,5208,4018,3461,2012
,"Budapest, Hungría",6341,1403,4564,4692,4675,3744,2012
,"Ereván, Armenia",6339,2589,4989,3769,5759,1961,2012
,"Ekaterimburgo, Rusia",6322,2127,4812,5107,7249,4559,2012
,"Praga, República Checa",6291,2759,5020,4950,4330,5844,2012
,"Debrecen, Hungría",6247,1252,4449,5107,4893,4311,2012
,"Teherán, Irán",6243,3099,5111,5664,4901,4570,2012
,"Brno, República Checa",6235,2049,4728,4846,4352,6836,2012
,"Esmirna, Turquía",6212,1454,4500,5108,4239,4625,2012
,"Podgorica, Montenegro",6172,1749,4580,4470,6272,4201,2012
,"Medellín, Colombia",6143,1528,4482,4549,4201,1861,2012
,"Antalya, Turquía",6100,1027,4274,4491,4274,3981,2012
,"Kosice, Eslovaquia",6086,2119,4658,4790,4265,5482,2012
,"Ankara, Turquía",6073,1495,4425,4366,4631,5815,2012
,"Kiev (Kiev), Ucrania",5987,3170,4973,4178,6194,2780,2012
,"Ciudad de México, México",5968,2322,4656,5386,4777,4269,2012
,"Lima, Perú",5952,1990,4526,5137,4329,3480,2012
,"Osijek, Croacia",5950,1307,4279,5202,3977,4581,2012
,"Sarajevo, Bosnia y Herzegovina",5859,1301,4219,4389,4413,3581,2012
,"Córdoba, Argentina",5781,1929,4394,5243,5176,4217,2012
,"Tula, Rusia",5772,1546,4251,4896,4494,5189,2012
,"Guadalajara, México",5767,1028,4061,4754,4478,6913,2012
,"Tiflis, Georgia",5732,1577,4237,4089,5250,2871,2012
,"Monterrey, México",5660,2353,4470,4988,5305,6526,2012
,"Belgrado, Serbia",5621,1713,4215,3973,4539,3066,2012
,"Sofía, Bulgaria",5562,1624,4144,4583,3778,3655,2012
,"Kuala Lumpur, Malasia",5555,1771,4193,5509,3209,7770,2012
,"Damasco, Siria",5550,1422,4065,4191,4108,2052,2012
,"Johor Bahru, Malasia",5532,756,3813,4753,3304,3885,2012
,"Breslavia, Polonia",5485,1934,4207,4205,4299,5827,2012
,"Guayaquil, Ecuador",5476,1014,3870,4489,4014,2586,2012
,"Pekín, China",5438,2871,4514,6166,3749,3642,2012
,"Shanghái, China",5420,2986,4544,5164,4260,4704,2012
,"Ulán Bator, Mongolia",5386,2401,4312,5794,3781,2257,2012
,"Quito, Ecuador",5369,1166,3856,4742,3926,2385,2012
,"Varsovia, Polonia",5364,2281,4255,4207,4574,6483,2012
,"El Cairo, Egipto",5340,1734,4042,4539,4899,2064,2012
,"Poznan, Polonia",5320,1393,3907,4248,4112,5848,2012
,"Novi Sad, Serbia",5270,1053,3752,3662,5099,3595,2012
,"Iasi, Rumania",5266,1328,3848,4350,3427,3137,2012
,"Bangkok, Tailandia",5261,2642,4318,6349,2965,2950,2012
,"Cantón, China",5244,1725,3977,7042,3076,2560,2012
,"Varna, Bulgaria",5213,1151,3751,4517,3879,3413,2012
,"Katowice, Polonia",5187,1949,4021,4311,4141,5795,2012
,"Gdansk, Polonia",5164,2034,4037,4086,4363,6499,2012
,"Cluj-Napoca, Rumania",5135,1094,3681,4502,3615,3879,2012
,"Bucarest, Rumania",5097,1528,3812,3977,4179,3615,2012
,"Bania Luka, Bosnia y Herzegovina",5012,1138,3618,4089,4575,4360,2012
,"Brasov, Rumania",5005,904,3529,3977,3541,3348,2012
,"Constanza, Rumania",4997,1432,3714,3651,3655,3755,2012
,"Timisoara, Rumania",4990,1066,3578,4477,3278,3857,2012
,"Plovdiv, Bulgaria",4905,1038,3513,3939,3268,3118,2012
,"Ciudad Quezón, Filipinas",4883,1386,3624,5004,2811,2825,2012
,"Cracovia (Cracovia), Polonia",4863,1948,3814,3802,3491,6136,2012
,"Szczecin, Polonia",4859,1285,3573,3888,4124,5360,2012
,"Hanói, Vietnam",4783,4093,4534,5012,3148,2082,2012
,"Chisináu, Moldavia",4781,1235,3505,3859,4027,2756,2012
,"Cebú, Filipinas",4761,816,3341,4726,2160,3528,2012
,"Minsk, Bielorrusia",4740,1541,3589,3532,5372,2216,2012
,"Manila, Filipinas",4734,1347,3515,4824,2302,2702,2012
,"Makati, Filipinas",4717,2845,4043,4015,3474,2006,2012
,"Managua, Nicaragua",4657,1108,3380,4510,3134,4113,2012
,"Skopje, Macedonia del Norte",4651,1174,3399,3519,3578,3439,2012
,"Isfahán, Irán",4556,1960,3622,4753,3447,4990,2012
,"Nis, Serbia",4485,1102,3268,3188,3715,2862,2012
,"Lublin, Polonia",4240,1398,3217,3450,3267,6048,2012
,"Gurgaon, India",4164,1226,3107,3611,2613,6386,2012
,"Ciudad Ho Chi Minh, Vietnam",4109,2965,3697,4866,2437,4515,2012
,"Argel, Argelia",4060,1323,3075,4250,3132,2370,2012
,"Lahore, Pakistán",4009,775,2845,3726,3169,2346,2012
,"Delhi, India",3793,1208,2863,3523,2657,6271,2012
,"Davao, Filipinas",3759,1136,2815,3978,2157,4420,2012
,"Bombay, India",3662,2151,3118,3597,2686,5791,2012
,"Bangalore, India",3492,980,2587,3532,1980,6565,2012
,"Indore, India",3485,575,2438,3290,1609,8992,2012
,"Chandigarh, India",3395,698,2424,3163,2168,5241,2012
,"Ahmedabad, India",3312,647,2353,2926,2403,5067,2012
,"Hyderabad, India",3267,726,2352,3257,2006,7232,2012
,"Madurai, India",3205,565,2255,2999,1311,2502,2012
,"Calcuta, India",3197,881,2363,3506,2102,4926,2012
,"Pune, India",3190,934,2378,3274,2062,5550,2012
,"Chennai, India",3109,919,2321,3257,1717,5910,2012
,"Cochín, India",3107,528,2179,3443,1652,4485,2012
,"Thiruvananthapuram, India",3030,509,2123,3564,1720,5605,2012
,"Ludhiana, India",3020,789,2217,3127,2188,5574,2012
,"Stavanger, Noruega",18923,8930,14127,17447,22137,8386,2013
,"Trondheim, Noruega",18479,6754,12851,15971,19320,9219,2013
,"Oslo, Noruega",17004,7694,12535,15966,18389,9451,2013
,"Bergen, Noruega",16735,6267,11711,15890,17664,9224,2013
,"Zúrich, Suiza",16651,8048,12522,17530,15607,14324,2013
,"Ginebra, Suiza",15617,9995,12919,15926,15054,11019,2013
,"Luanda, Angola",15219,14043,14655,17460,12026,4961,2013
,"Basilea, Suiza",15148,6774,11129,14541,13845,14071,2013
,"Lausana, Suiza",14660,5900,10455,15165,12152,16338,2013
,"Berna, Suiza",14157,5970,10227,13888,12906,15311,2013
,"Perth, Australia",14074,7301,10823,12963,13361,11180,2013
,"Sídney, Australia",13925,9697,11895,13055,11440,9868,2013
,"Canberra, Australia",13645,7357,10627,11874,11614,11387,2013
,"Hobart, Australia",13580,4883,9406,12575,12635,9292,2013
,"Darwin, Australia",13294,8386,10938,12812,14887,8912,2013
,"Brisbane, Australia",13189,8163,10776,12462,11117,9670,2013
,"Melbourne, Australia",13095,7384,10354,13045,11033,9986,2013
,"Lugano, Suiza",12964,5365,9317,12230,12615,13140,2013
,"Estocolmo, Suecia",12696,4824,8917,11385,11875,9185,2013
,"Aarhus, Dinamarca",12509,4134,8489,10782,13485,10575,2013
,"París, Francia",12502,6857,9793,11907,12178,8474,2013
,"Copenhague, Dinamarca",12490,5867,9311,11196,14326,8880,2013
,"Luxemburgo, Luxemburgo",12437,6827,9744,11178,13105,13759,2013
,"Adelaida, Australia",12435,5181,8953,12291,11403,12965,2013
,"Tokio, Japón",12170,7142,9756,12181,7682,8563,2013
,"Dublín, Irlanda",12150,5165,8797,11232,11909,9024,2013
,"Auckland, Nueva Zelanda",11905,5142,8659,10832,9379,8823,2013
,"Brístol, Reino Unido",11805,5223,8646,11318,11338,7157,2013
,"La Haya (Den Haag), Países Bajos",11693,6471,9186,9164,11992,12290,2013
,"Wellington, Nueva Zelanda",11664,5068,8498,11999,9279,8839,2013
,"Amberes, Bélgica",11629,4096,8014,9483,11828,8805,2013
,"Southampton, Reino Unido",11621,4008,7967,10103,10814,7640,2013
,"Londres, Reino Unido",11606,8876,10296,9567,10408,7882,2013
,"Caracas, Venezuela",11571,5532,8673,12483,10199,2025,2013
,"Gold Coast, Australia",11545,5520,8653,11183,10619,10100,2013
,"Aberdeen, Reino Unido",11542,4506,8165,10786,12827,8946,2013
,"Nasáu, Bahamas",11477,6783,9224,11676,9159,11066,2013
,"Edimburgo, Reino Unido",11458,3892,7826,10806,11984,10579,2013
,"Cairns, Australia",11454,5653,8670,11210,10721,8502,2013
,"Cork, Irlanda",11443,4096,7917,11134,10221,8637,2013
,"Florencia, Italia",11411,4987,8328,10107,11394,6355,2013
,"Christchurch, Nueva Zelanda",11386,3599,7649,10861,11080,8478,2013
,"Helsinki, Finlandia",11176,5343,8376,10304,11120,9793,2013
,"Reikiavik, Islandia",11156,3913,7680,11503,9796,7698,2013
,"Bruselas, Bélgica",11155,4274,7853,9624,11809,9794,2013
,"Mánchester, Reino Unido",11154,4199,7816,11094,10132,6230,2013
,"Padua, Italia",11118,3859,7634,10288,10284,6008,2013
,"Glasgow, Reino Unido",11113,3721,7565,10413,10067,6437,2013
,"Cambridge, Reino Unido",11084,5145,8233,10387,12048,9857,2013
,"Calgary, Canadá",11015,4493,7885,11280,9864,11502,2013
,"Génova, Italia",10964,3681,7468,9319,11916,6614,2013
,"Oxford, Reino Unido",10915,5906,8511,10860,10369,9059,2013
,"Tampere, Finlandia",10904,3562,7380,10722,10669,9561,2013
,"Malmo, Suecia",10881,4445,7792,10340,10944,9461,2013
,"Reading, Reino Unido",10867,5443,8264,10206,10646,9821,2013
,"Toulouse, Francia",10854,3235,7197,9041,10646,9804,2013
,"Regina, Canadá",10826,4054,7576,10741,9764,10944,2013
,"Vancouver, Canadá",10775,5798,8386,11367,9165,8651,2013
,"Ámsterdam, Países Bajos",10761,6085,8516,8272,11799,8492,2013
,"Estrasburgo, Francia",10758,3384,7219,8894,12430,13001,2013
,"Trieste, Italia",10716,2731,6883,9523,10647,6407,2013
,"Gotemburgo, Suecia",10657,3308,7129,9416,10921,12350,2013
,"Singapur, Singapur",10631,10304,10474,9293,6387,5966,2013
,"Milán, Italia",10612,5758,8282,8479,12203,7817,2013
,"Washington D. C., Estados Unidos",10557,7848,9257,10441,9477,10189,2013
,"Rotterdam, Países Bajos",10536,4630,7701,7956,11780,9162,2013
,"Edmonton, Canadá",10524,4665,7712,10594,9075,12095,2013
,"Múnich, Alemania",10501,4998,7860,9787,8390,11390,2013
,"Nicosia, Chipre",10462,2790,6780,8978,10399,7025,2013
,"Galway, Irlanda",10435,3330,7025,10190,9938,10547,2013
,"Utrecht, Países Bajos",10435,4826,7743,8644,10929,8976,2013
,"Bolonia, Italia",10427,4037,7360,9735,9690,7071,2013
,"Niza, Francia",10415,4433,7544,11065,9010,8913,2013
,"Lyon, Francia",10408,3295,6994,9718,9927,10089,2013
,"Toronto, Canadá",10374,5537,8052,10028,8794,11060,2013
,"Eindhoven, Países Bajos",10360,4580,7586,8382,10760,9302,2013
,"Birmingham, Reino Unido",10355,3960,7286,9613,9399,8354,2013
,"Liverpool, Reino Unido",10352,3404,7017,9375,9862,9681,2013
,"Saskatoon, Canadá",10314,3786,7181,10644,8015,7216,2013
,"Düsseldorf, Alemania",10312,4031,7297,8654,9504,13054,2013
,"Anchorage, Alaska, Estados Unidos",10289,5130,7813,10947,8321,11576,2013
,"Roma, Italia",10265,6352,8387,8822,10778,5890,2013
,"Leeds, Reino Unido",10263,3584,7058,8737,10807,11499,2013
,"Brighton, Reino Unido",10188,5220,7804,8358,8813,9100,2013
,"Ottawa, Canadá",10180,3989,7209,10403,9335,16533,2013
,"Venecia, Italia",10148,3977,7186,7896,10612,8224,2013
,"Newcastle upon Tyne, Reino Unido",10146,3294,6858,8617,8883,8580,2013
,"Halifax, Canadá",10131,4503,7430,11171,7877,11508,2013
,"Stuttgart, Alemania",10097,3206,6789,9600,8191,11848,2013
,"Turín, Italia",10059,3117,6727,8683,9902,6294,2013
,"Hamburgo, Alemania",10033,4328,7294,8453,7840,11004,2013
,"Nottingham, Reino Unido",10017,3175,6733,9259,9394,9643,2013
,"Fráncfort del Óder, Alemania",10013,3829,7045,8932,9117,11268,2013
,"Boston, Massachusetts, Estados Unidos",10010,7304,8711,10739,8885,10670,2013
,"Nueva York, Nueva York, Estados Unidos",10000,10000,10000,10000,10000,10000,2013
,"Lagos, Nigeria",9995,2535,6414,10464,7132,2683,2013
,"Nápoles, Italia",9989,3028,6648,8697,9886,6369,2013
,"Honolulu, Hawaii, Estados Unidos",9962,6435,8269,11886,7659,10537,2013
,"Viena, Austria",9950,4372,7273,9354,8091,9217,2013
,"Limasol, Chipre",9825,2582,6349,8551,10589,7224,2013
,"Belfast, Reino Unido",9806,2718,6404,9884,9232,9504,2013
,"Waterloo, Canadá",9794,3826,6929,10305,6932,9535,2013
,"Victoria, Canadá",9779,4142,7073,10230,7764,9524,2013
,"Tel Aviv-Yafo, Israel",9694,4640,7268,7905,9835,7221,2013
,"San Francisco, California, Estados Unidos",9646,8565,9127,10819,8298,11438,2013
,"Hamilton, Canadá",9629,2832,6366,9419,7126,10174,2013
,"Atenas, Grecia",9605,2134,6019,7845,9936,4689,2013
,"La ciudad de Quebec, Canadá",9597,2790,6330,9648,8408,9824,2013
,"Richmond, Virginia, Estados Unidos",9513,3370,6564,9305,8462,12380,2013
,"Colonia, Alemania",9498,3511,6625,7682,8952,10652,2013
,"Filadelfia, Pensilvania, Estados Unidos",9437,4940,7279,9907,7675,12379,2013
,"Winnipeg, Canadá",9384,3575,6596,9824,8103,10017,2013
,"Kitchener, Canadá",9343,3422,6501,10128,7302,11956,2013
,"Miami, Florida, Estados Unidos",9342,5609,7550,10103,8300,10403,2013
,"London, Canadá",9314,4011,6769,8964,8905,9570,2013
,"Haifa, Israel",9298,2640,6102,7968,9091,7925,2013
,"Barcelona, España",9282,3799,6651,7322,9025,8223,2013
,"Jerusalén, Israel",9232,3125,6301,7469,9795,6700,2013
,"Seattle, Washington, Estados Unidos",9179,5304,7319,9622,7806,14122,2013
,"Sliema, Malta",9167,2434,5935,7894,8440,9511,2013
,"Mineápolis, Estados Unidos",9162,4000,6685,8489,7275,12584,2013
,"Montreal, Canadá",9157,3509,6446,9121,8966,12058,2013
,"Salónica, Grecia",9088,1781,5581,7066,9680,4425,2013
,"Cardiff, Reino Unido",9078,3264,6287,8035,8611,10811,2013
,"Manama, Baréin",9054,3116,6204,11336,7667,7247,2013
,"Ciudad de Kuwait, Kuwait",9052,4254,6749,8637,11069,5743,2013
,"Bilbao, España",9007,4245,6721,7203,9401,9449,2013
